id_cliente,cancelacion,genero,adulto_mayor,pareja,dependientes,meses_antiguedad,servicio_telefonico,multiples_lineas,servicio_internet,seguridad_en_linea,respaldo_en_linea,proteccion_dispositivo,soporte_tecnico,tv_streaming,peliculas_streaming,tipo_contrato,factura_digital,metodo_pago,cargos_mensuales,cargos_totales,cancelacion_binaria,cargos_diarios,total_servicios,etiqueta_adulto_mayor
3192-NQECA,Si,Masculino,0,Si,No,68,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos anos,Si,Transferencia bancaria automatica,110.0,7611.85,1,3.6666666666666665,8,No
3194-ORPIK,Si,Femenino,0,Si,Si,50,Si,Si,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Transferencia bancaria automatica,84.4,4116.15,1,2.8133333333333335,4,No
3195-TQDZX,No,Masculino,0,No,No,3,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Cheque electronico,20.25,61.45,0,0.675,1,No
3196-NVXLZ,No,Femenino,0,No,No,25,Si,Si,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque enviado por correo,84.6,2088.05,0,2.82,4,No
3197-ARFOY,No,Femenino,1,No,No,19,Si,No,Fibra optica,Si,Si,No,Si,Si,Si,Mes a mes,Si,Cheque enviado por correo,105.0,2007.25,0,3.5,7,Si
3197-NNYNB,No,Masculino,0,No,No,65,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Dos anos,No,Tarjeta de credito automatica,105.1,6631.85,0,3.503333333333333,7,No
3198-VELRD,Si,Femenino,0,Si,Si,3,Si,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Transferencia bancaria automatica,84.75,264.85,1,2.825,4,No
3199-NPKCN,No,Femenino,0,Si,No,67,Si,Si,Fibra optica,Si,No,Si,Si,Si,Si,Un ano,Si,Cheque electronico,111.25,7511.65,0,3.7083333333333335,8,No
3199-XGZCY,No,Femenino,0,No,No,8,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,75.25,576.7,0,2.5083333333333333,3,No
3200-MNQTF,No,Masculino,0,Si,No,67,Si,Si,DSL,Si,Si,Si,Si,No,No,Dos anos,No,Tarjeta de credito automatica,70.9,4677.1,0,2.3633333333333337,7,No
3205-MXZRA,No,Masculino,0,No,No,26,Si,No,DSL,No,No,No,Si,Si,No,Un ano,No,Tarjeta de credito automatica,59.45,1507.0,0,1.9816666666666667,4,No
3207-OYBWH,Si,Masculino,1,Si,No,57,Si,Si,Fibra optica,No,Si,Si,No,No,Si,Mes a mes,Si,Transferencia bancaria automatica,95.25,5427.05,1,3.175,6,Si
3208-YPIOE,Si,Masculino,0,No,No,39,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,No,Cheque electronico,75.25,3017.65,1,2.5083333333333333,3,No
3209-ZPKFI,No,Masculino,0,Si,Si,47,Si,Si,DSL,No,Si,No,No,No,No,Mes a mes,No,Cheque electronico,54.25,2538.2,0,1.8083333333333333,4,No
3211-AAPKX,No,Masculino,0,No,No,20,Si,Si,Fibra optica,No,No,No,Si,Si,Si,Mes a mes,Si,Cheque enviado por correo,98.55,2031.95,0,3.2849999999999997,6,No
3211-ILJTT,Si,Masculino,0,Si,No,17,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria automatica,70.4,1214.05,1,2.3466666666666667,2,No
3212-KXOCR,No,Masculino,0,No,No,52,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Transferencia bancaria automatica,21.0,1107.2,0,0.7,1,No
3213-VVOLG,No,Masculino,0,Si,Si,0,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Cheque enviado por correo,25.35,0.0,0,0.8450000000000001,2,No
3214-IYUUQ,No,Femenino,0,Si,No,61,Si,No,Fibra optica,Si,Si,No,Si,No,Si,Un ano,No,Transferencia bancaria automatica,93.7,5860.7,0,3.1233333333333335,6,No
3217-FZDMN,Si,Femenino,1,No,No,8,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Tarjeta de credito automatica,94.45,742.95,1,3.1483333333333334,5,Si
3219-JQRSL,No,Femenino,1,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos anos,No,Tarjeta de credito automatica,89.1,6352.4,0,2.9699999999999998,9,Si
3221-CJMSG,No,Masculino,0,No,No,24,Si,No,DSL,No,No,No,Si,No,No,Mes a mes,Si,Tarjeta de credito automatica,51.1,1269.6,0,1.7033333333333334,3,No
3223-DWFIO,No,Masculino,1,No,No,4,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,No,Cheque electronico,69.35,261.65,0,2.3116666666666665,2,Si
3223-WZWJM,Si,Masculino,0,No,No,26,Si,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electronico,83.95,2254.2,1,2.7983333333333333,4,No
3224-DFQNQ,No,Femenino,0,Si,No,66,Si,Si,Fibra optica,Si,Si,No,Si,No,No,Un ano,No,Cheque electronico,89.0,5898.6,0,2.966666666666667,6,No
3227-WLKLI,No,Femenino,0,Si,Si,65,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos anos,No,Transferencia bancaria automatica,91.55,5963.95,0,3.0516666666666667,9,No
3229-USWAR,No,Femenino,0,No,No,34,Si,No,DSL,Si,No,Si,Si,Si,Si,Un ano,Si,Transferencia bancaria automatica,79.95,2727.3,0,2.665,7,No
3230-IUALN,No,Femenino,0,Si,Si,45,Si,No,DSL,Si,No,Si,Si,Si,Si,Dos anos,Si,Cheque enviado por correo,81.0,3533.6,0,2.7,7,No
3230-JCNZS,No,Femenino,0,Si,Si,71,Si,Si,Fibra optica,Si,Si,Si,No,Si,No,Dos anos,Si,Tarjeta de credito automatica,99.0,7061.65,0,3.3,7,No
3230-WYKIR,Si,Masculino,0,No,No,18,Si,Si,DSL,No,No,Si,Si,Si,Si,Un ano,Si,Tarjeta de credito automatica,82.0,1425.45,1,2.7333333333333334,7,No
3234-VKACU,No,Masculino,0,No,No,2,Si,No,DSL,No,No,No,Si,Si,Si,Mes a mes,No,Cheque electronico,70.3,132.4,0,2.3433333333333333,5,No
3235-ETOOB,Si,Masculino,0,Si,No,8,Si,No,Fibra optica,Si,No,No,No,No,No,Mes a mes,Si,Cheque electronico,74.5,609.9,1,2.4833333333333334,3,No
3237-AJGEH,Si,Femenino,0,Si,Si,3,No,Sin servicio telefonico,DSL,No,No,No,Si,No,No,Mes a mes,Si,Cheque enviado por correo,31.0,95.05,1,1.0333333333333334,2,No
3239-TPHPZ,No,Femenino,0,Si,No,12,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,Si,Cheque electronico,20.05,264.55,0,0.6683333333333333,1,No
3243-ZHOHY,No,Femenino,0,No,No,16,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,No,Cheque enviado por correo,20.1,296.15,0,0.67,1,No
3244-CQPHU,No,Femenino,1,No,No,72,Si,Si,Fibra optica,Si,Si,No,Si,Si,Si,Dos anos,Si,Transferencia bancaria automatica,110.1,7746.7,0,3.67,8,Si
3244-DCJWY,Si,Femenino,0,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque electronico,70.25,70.25,1,2.341666666666667,2,No
3247-MHJKM,No,Masculino,0,No,No,1,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Cheque enviado por correo,20.2,20.2,0,0.6733333333333333,1,No
3247-ZVOUO,Si,Masculino,1,Si,No,10,Si,Si,Fibra optica,No,No,No,No,No,Si,Mes a mes,No,Cheque electronico,85.55,851.75,1,2.8516666666666666,4,Si
3249-VHRIP,No,Femenino,0,No,No,62,No,Sin servicio telefonico,DSL,No,Si,Si,No,No,Si,Dos anos,Si,Tarjeta de credito automatica,43.6,2748.7,0,1.4533333333333334,4,No
3249-ZPQRG,Si,Masculino,0,No,No,4,Si,Si,Fibra optica,No,Si,No,No,No,No,Mes a mes,No,Cheque electronico,78.45,330.05,1,2.615,4,No
3251-YMVWZ,No,Masculino,0,No,No,53,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,No,Transferencia bancaria automatica,24.05,1301.9,0,0.8016666666666666,2,No
3253-HKOKL,No,Femenino,0,Si,Si,52,Si,No,Fibra optica,Si,No,Si,No,Si,Si,Un ano,No,Cheque electronico,100.3,5244.45,0,3.3433333333333333,6,No
3254-YRILK,Si,Masculino,1,No,No,19,Si,Si,Fibra optica,No,Si,No,No,Si,No,Mes a mes,Si,Cheque electronico,88.2,1775.8,1,2.94,5,Si
3255-GRXMG,No,Masculino,0,No,Si,18,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Tarjeta de credito automatica,45.65,747.2,0,1.5216666666666667,2,No
3256-EZDBI,No,Masculino,1,Si,No,51,No,Sin servicio telefonico,DSL,No,Si,No,No,No,No,Mes a mes,Si,Tarjeta de credito automatica,29.45,1459.35,0,0.9816666666666667,2,Si
3258-SANFR,No,Masculino,1,No,No,6,Si,No,DSL,No,No,No,No,No,No,Mes a mes,No,Tarjeta de credito automatica,44.7,276.5,0,1.49,2,Si
3258-SYSWS,No,Masculino,1,No,No,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos anos,No,Transferencia bancaria automatica,113.8,7845.8,0,3.7933333333333334,9,Si
3258-ZKPAI,No,Masculino,0,Si,Si,72,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos anos,Si,Transferencia bancaria automatica,116.6,8337.45,0,3.8866666666666663,9,No
3259-FDWOY,Si,Masculino,0,Si,Si,71,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Dos anos,Si,Transferencia bancaria automatica,106.0,7723.7,1,3.533333333333333,7,No
3259-KNMRR,No,Masculino,1,No,No,57,Si,Si,DSL,No,Si,Si,No,Si,Si,Dos anos,Si,Transferencia bancaria automatica,79.75,4438.2,0,2.658333333333333,7,Si
3259-QMXUN,No,Masculino,0,Si,No,58,Si,Si,DSL,Si,Si,Si,No,Si,Si,Dos anos,Si,Cheque electronico,86.1,4890.5,0,2.8699999999999997,8,No
3261-CQXOL,No,Femenino,0,Si,Si,71,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Transferencia bancaria automatica,25.45,1813.35,0,0.8483333333333333,2,No
3262-EIDHV,No,Femenino,0,Si,Si,72,Si,Si,DSL,Si,No,Si,Si,Si,Si,Dos anos,No,Tarjeta de credito automatica,84.7,5893.9,0,2.8233333333333333,8,No
3266-FTKHB,No,Masculino,0,No,No,17,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Cheque enviado por correo,19.15,343.45,0,0.6383333333333333,1,No
3269-ATYWD,Si,Masculino,1,No,No,39,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Transferencia bancaria automatica,95.65,3759.05,1,3.1883333333333335,5,Si
3272-VUHPV,No,Femenino,0,Si,Si,8,Si,No,DSL,No,Si,No,Si,No,No,Mes a mes,No,Transferencia bancaria automatica,56.3,401.5,0,1.8766666666666665,4,No
3274-NSDWE,No,Femenino,0,No,No,68,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Tarjeta de credito automatica,19.6,1441.65,0,0.6533333333333334,1,No
3275-RHRNE,No,Masculino,0,Si,Si,28,No,Sin servicio telefonico,DSL,No,Si,Si,Si,Si,Si,Un ano,Si,Tarjeta de credito automatica,60.0,1682.05,0,2.0,6,No
3276-HDUEG,Si,Femenino,0,No,No,1,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque enviado por correo,75.05,75.05,1,2.5016666666666665,3,No
3278-FSIXX,No,Femenino,0,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mes a mes,Si,Cheque enviado por correo,45.25,74.2,0,1.5083333333333333,2,No
3279-DYZQM,No,Masculino,0,Si,Si,71,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Cheque enviado por correo,19.45,1378.45,0,0.6483333333333333,1,No
3280-MRDOF,No,Masculino,1,No,No,30,Si,Si,DSL,No,No,Si,Si,Si,No,Dos anos,Si,Tarjeta de credito automatica,69.1,2093.9,0,2.3033333333333332,6,Si
3280-NMUVX,No,Masculino,0,Si,Si,34,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,No,Tarjeta de credito automatica,19.6,678.8,0,0.6533333333333334,1,No
3282-ZISZV,No,Masculino,0,No,Si,32,Si,Si,DSL,No,Si,Si,Si,Si,Si,Un ano,No,Tarjeta de credito automatica,83.7,2633.3,0,2.79,8,No
3283-WCWXT,No,Masculino,0,Si,Si,6,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Cheque enviado por correo,25.4,153.3,0,0.8466666666666666,2,No
3284-SVCRO,No,Femenino,0,Si,No,45,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Cheque enviado por correo,25.5,1121.05,0,0.85,2,No
3285-UCQVC,Si,Femenino,0,No,No,37,No,Sin servicio telefonico,DSL,No,No,No,Si,No,No,Mes a mes,No,Tarjeta de credito automatica,28.6,973.55,1,0.9533333333333334,2,No
3292-PBZEJ,No,Masculino,1,No,No,11,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Mes a mes,Si,Cheque electronico,111.4,1183.05,0,3.7133333333333334,8,Si
3295-YVUSR,No,Masculino,1,No,No,2,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque enviado por correo,72.6,154.3,0,2.42,3,Si
3296-SILRA,Si,Femenino,1,Si,No,1,Si,No,Fibra optica,No,Si,No,No,No,No,Mes a mes,Si,Cheque enviado por correo,76.4,76.4,1,2.546666666666667,3,Si
3298-QEICA,No,Femenino,0,Si,Si,23,No,Sin servicio telefonico,DSL,Si,No,No,Si,No,No,Dos anos,No,Cheque enviado por correo,34.6,813.45,0,1.1533333333333333,3,No
3301-LSLWQ,No,Femenino,0,No,No,29,Si,Si,DSL,Si,No,No,No,No,Si,Mes a mes,Si,Cheque electronico,66.1,1912.15,0,2.203333333333333,5,No
3301-VKTGC,No,Masculino,0,Si,Si,68,Si,Si,Fibra optica,Si,Si,No,No,No,No,Un ano,Si,Transferencia bancaria automatica,85.5,5696.6,0,2.85,5,No
3307-TLCUD,No,Masculino,0,Si,No,17,No,Sin servicio telefonico,DSL,Si,No,Si,No,No,No,Mes a mes,No,Cheque enviado por correo,34.4,592.75,0,1.1466666666666667,3,No
3308-DGHKL,No,Masculino,0,No,No,69,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,Si,Transferencia bancaria automatica,19.3,1447.9,0,0.6433333333333333,1,No
3308-JSGML,No,Masculino,1,Si,No,59,No,Sin servicio telefonico,DSL,Si,No,Si,Si,Si,Si,Dos anos,Si,Tarjeta de credito automatica,64.05,3886.85,0,2.135,6,Si
3308-MHOOC,No,Masculino,0,No,Si,1,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Cheque enviado por correo,19.2,19.2,0,0.64,1,No
3312-UUMZW,No,Masculino,0,Si,No,32,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mes a mes,Si,Tarjeta de credito automatica,98.85,3145.9,0,3.295,6,No
3312-ZWLGF,No,Masculino,1,Si,No,29,Si,Si,Fibra optica,No,No,No,Si,No,No,Mes a mes,Si,Cheque electronico,79.3,2414.55,0,2.643333333333333,4,Si
3313-QKNKB,Si,Masculino,0,Si,No,59,Si,Si,Fibra optica,No,No,No,No,No,Si,Un ano,No,Cheque electronico,85.55,5084.65,1,2.8516666666666666,4,No
3315-IKYZQ,No,Masculino,0,Si,Si,28,No,Sin servicio telefonico,DSL,Si,No,Si,Si,Si,No,Un ano,No,Cheque enviado por correo,50.8,1386.8,0,1.6933333333333331,5,No
3315-TOTBP,Si,Masculino,0,No,No,15,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Cheque enviado por correo,76.0,1130.85,1,2.533333333333333,3,No
3316-UWXUY,No,Masculino,0,No,No,50,Si,No,Fibra optica,Si,Si,No,Si,No,Si,Mes a mes,Si,Tarjeta de credito automatica,93.5,4747.5,0,3.1166666666666667,6,No
3317-HRTNN,Si,Femenino,1,No,No,5,No,Sin servicio telefonico,DSL,No,No,No,No,Si,Si,Mes a mes,No,Cheque electronico,45.7,198.0,1,1.5233333333333334,3,Si
3317-VLGQT,No,Femenino,0,Si,No,14,Si,No,Fibra optica,No,No,No,No,No,Si,Mes a mes,Si,Cheque electronico,78.1,1122.4,0,2.603333333333333,3,No
3318-ISQFQ,No,Femenino,0,No,No,20,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Transferencia bancaria automatica,19.5,413.0,0,0.65,1,No
3318-NMQXL,No,Masculino,0,No,No,3,Si,No,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electronico,92.0,266.8,0,3.066666666666667,4,No
3318-OSATS,Si,Masculino,1,No,No,35,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electronico,95.45,3474.05,1,3.1816666666666666,5,Si
3319-DWOEP,Si,Masculino,1,Si,No,6,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electronico,95.75,573.75,1,3.191666666666667,5,Si
3320-VEOYC,No,Masculino,1,No,No,14,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,Si,Cheque electronico,95.6,1273.3,0,3.1866666666666665,5,Si
3323-CPBWR,No,Masculino,0,No,No,23,Si,Si,Fibra optica,No,No,Si,Si,Si,No,Mes a mes,Si,Tarjeta de credito automatica,96.9,2085.45,0,3.23,6,No
3324-OIRTO,No,Masculino,0,Si,Si,71,Si,No,Fibra optica,Si,Si,Si,No,Si,Si,Un ano,Si,Transferencia bancaria automatica,104.65,7288.4,0,3.4883333333333337,7,No
3325-FUYCG,Si,Masculino,0,Si,Si,28,Si,Si,Fibra optica,Si,Si,No,No,Si,Si,Un ano,No,Cheque electronico,106.1,2847.4,1,3.5366666666666666,7,No
3327-YBAKM,No,Femenino,0,Si,No,64,Si,No,Fibra optica,Si,No,No,Si,Si,Si,Un ano,Si,Cheque enviado por correo,96.9,6314.35,0,3.23,6,No
3329-WDIOK,Si,Femenino,0,No,No,3,No,Sin servicio telefonico,DSL,No,Si,No,No,Si,Si,Mes a mes,Si,Cheque electronico,50.6,155.35,1,1.6866666666666668,4,No
3331-HQDTW,Si,Femenino,0,No,No,34,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Mes a mes,Si,Cheque enviado por correo,109.8,3587.25,1,3.6599999999999997,8,No
3334-CTHOL,Si,Femenino,0,No,No,1,Si,Si,DSL,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria automatica,49.95,49.95,1,1.665,3,No
3336-JORSO,Si,Femenino,1,No,No,33,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Mes a mes,Si,Cheque electronico,110.45,3655.45,1,3.6816666666666666,8,Si
3338-CVVEH,No,Masculino,0,No,No,12,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mes a mes,No,Cheque electronico,94.55,1173.55,0,3.1516666666666664,5,No
3339-EAQNV,No,Masculino,1,Si,No,72,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Un ano,Si,Tarjeta de credito automatica,97.25,7133.1,0,3.2416666666666667,6,Si
3340-QBBFM,No,Masculino,1,Si,No,36,Si,No,DSL,No,No,Si,Si,No,No,Un ano,No,Tarjeta de credito automatica,54.1,1992.85,0,1.8033333333333335,4,Si
3345-JHUEO,No,Masculino,0,No,No,4,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,Si,Cheque electronico,20.2,55.7,0,0.6733333333333333,1,No
3345-PBBFH,No,Masculino,0,Si,No,8,Si,No,DSL,No,Si,No,No,No,No,Mes a mes,Si,Transferencia bancaria automatica,49.55,393.45,0,1.6516666666666666,3,No
3346-BRMIS,Si,Femenino,1,Si,No,18,No,Sin servicio telefonico,DSL,No,No,Si,No,Si,Si,Mes a mes,Si,Cheque electronico,48.35,810.7,1,1.6116666666666668,4,Si
3347-YJZZE,No,Masculino,0,Si,Si,29,Si,Si,DSL,No,Si,Si,No,Si,Si,Mes a mes,No,Tarjeta de credito automatica,80.1,2211.8,0,2.67,7,No
3348-CFRNX,Si,Femenino,0,Si,No,28,Si,No,Fibra optica,Si,No,No,No,Si,Si,Mes a mes,Si,Cheque enviado por correo,92.35,2602.9,1,3.078333333333333,5,No
3349-ANQNH,No,Femenino,1,No,No,59,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Un ano,Si,Cheque electronico,99.5,5890.0,0,3.316666666666667,6,Si
3351-NGXYI,No,Femenino,1,No,No,16,Si,Si,DSL,Si,No,No,No,No,No,Mes a mes,Si,Cheque electronico,54.1,889.0,0,1.8033333333333335,4,Si
3351-NQLDI,Si,Femenino,0,Si,Si,67,Si,Si,Fibra optica,Si,No,No,Si,No,Si,Un ano,Si,Tarjeta de credito automatica,94.35,6341.45,1,3.145,6,No
3352-ALMCK,No,Masculino,0,No,No,40,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque enviado por correo,102.65,4108.15,0,3.421666666666667,7,No
3352-RICWQ,No,Femenino,0,Si,Si,9,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Cheque enviado por correo,19.75,210.65,0,0.6583333333333333,1,No
3354-OADJP,No,Femenino,0,No,No,8,Si,No,DSL,Si,No,No,Si,No,No,Un ano,No,Transferencia bancaria automatica,54.25,447.75,0,1.8083333333333333,4,No
3359-DSRKA,No,Femenino,0,Si,Si,58,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,Si,Cheque enviado por correo,19.85,1158.85,0,0.6616666666666667,1,No
3363-DTIVD,No,Masculino,0,Si,Si,71,Si,Si,Fibra optica,Si,No,Si,No,Si,Si,Dos anos,No,Cheque electronico,105.55,7405.5,0,3.518333333333333,7,No
3363-EWLGO,No,Femenino,0,No,No,5,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Cheque enviado por correo,19.95,109.6,0,0.6649999999999999,1,No
3365-SAIGS,No,Femenino,0,No,No,17,Si,No,Fibra optica,No,Si,No,No,Si,No,Mes a mes,Si,Cheque electronico,83.55,1329.15,0,2.7849999999999997,4,No
3370-GQEAL,No,Masculino,0,Si,Si,30,Si,Si,Fibra optica,No,No,No,No,Si,No,Mes a mes,No,Cheque electronico,85.45,2509.95,0,2.8483333333333336,4,No
3370-HXOPH,No,Femenino,0,No,No,3,Si,Si,Fibra optica,No,No,No,No,No,No,Mes a mes,No,Cheque electronico,76.1,257.6,0,2.5366666666666666,3,No
3372-CDXFJ,No,Masculino,0,Si,Si,13,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,No,Transferencia bancaria automatica,24.5,343.6,0,0.8166666666666667,2,No
3372-KWFBM,Si,Masculino,1,No,No,16,Si,Si,Fibra optica,No,No,No,No,Si,No,Mes a mes,Si,Cheque electronico,86.6,1281.0,1,2.8866666666666663,4,Si
3373-DIUUN,No,Masculino,0,Si,Si,30,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos anos,No,Cheque enviado por correo,21.25,711.9,0,0.7083333333333334,1,No
3373-YZZYM,No,Masculino,0,Si,Si,1,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Cheque enviado por correo,19.2,19.2,0,0.64,1,No
3374-LXDEV,Si,Femenino,0,No,No,13,Si,Si,Fibra optica,No,Si,Si,Si,No,No,Mes a mes,No,Cheque electronico,89.4,1132.35,1,2.98,6,No
3374-PZLXD,No,Masculino,0,No,No,34,Si,No,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mes a mes,No,Cheque enviado por correo,19.7,675.6,0,0.6566666666666666,1,No
3374-TTZTK,No,Masculino,0,Si,No,52,Si,No,Fibra optica,Si,Si,Si,Si,Si,Si,Dos anos,Si,Cheque electronico,106.3,5487.0,0,3.5433333333333334,8,No
3376-BMGFE,Si,Femenino,0,No,No,4,Si,No,Fibra optica,No,No,No,No,No,No,Mes a mes,Si,Transferencia bancaria automatica,70.9,273.0,1,2.3633333333333337,2,No
3378-AJRAO,No,Masculino,0,Si,Si,44,Si,Si,Sin servicio,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un ano,No,Cheque electronico,24.85,1013.6,0,0.8283333333333334,2,No
3384-CTMSF,No,Masculino,0,Si,No,47,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mes a mes,Si,Cheque electronico,104.1,5135.15,0,3.4699999999999998,7,No
